customer_id,product_id,interaction_type,interaction_date,products,customer_age,customer_income,customer_tier
C101891,P00004,clicked,2022-07-18,Personal Loan,28,692774,Bronze
C101891,P00005,clicked,2023-10-28,Savings Account,28,692774,Bronze
C101891,P00003,purchased,2024-08-15,Car Insurance,28,692774,Bronze
C849628,P00005,clicked,2023-06-17,Savings Account,24,445400,Bronze
C849628,P00011,purchased,2023-01-23,Life Insurance,24,445400,Bronze
C849628,P00004,clicked,2024-01-02,Personal Loan,24,445400,Bronze
C849628,P00008,clicked,2024-02-22,Recurring Deposit,24,445400,Bronze
C849628,P00003,purchased,2024-10-31,Car Insurance,24,445400,Bronze
C461209,P00001,viewed,2023-07-28,Car Loan,43,624988,Silver
C461209,P00011,viewed,2022-12-18,Life Insurance,43,624988,Silver
C461209,P00011,viewed,2024-08-12,Life Insurance,43,624988,Silver
C657414,P00005,viewed,2024-04-28,Savings Account,57,204190,Gold
C828165,P00007,clicked,2024-02-22,Fixed Deposit,59,473243,Bronze
C514290,P00008,purchased,2022-03-02,Recurring Deposit,45,557835,Gold
C514290,P00004,clicked,2022-07-28,Personal Loan,45,557835,Gold
C514290,P00001,viewed,2024-12-11,Car Loan,45,557835,Gold
C514290,P00010,viewed,2022-06-05,Home Loan,45,557835,Gold
C514290,P00003,purchased,2023-11-22,Car Insurance,45,557835,Gold
C190946,P00005,viewed,2023-05-17,Savings Account,35,227548,Platinum
C190946,P00009,clicked,2024-11-06,Debit Card,35,227548,Platinum
C190946,P00001,viewed,2024-08-10,Car Loan,35,227548,Platinum
C190946,P00010,purchased,2022-04-14,Home Loan,35,227548,Platinum
C423397,P00011,clicked,2023-08-29,Life Insurance,18,32269,Bronze
C423397,P00002,viewed,2024-11-26,Bike Insurance,18,32269,Bronze
C423397,P00002,purchased,2023-01-18,Bike Insurance,18,32269,Bronze
C487236,P00006,clicked,2022-03-31,Credit Card,66,890596,Bronze
C126380,P00012,viewed,2023-05-16,Health Insurance,68,857997,Bronze
C126380,P00002,viewed,2023-10-02,Bike Insurance,68,857997,Bronze
C126380,P00005,clicked,2022-12-14,Savings Account,68,857997,Bronze
C253274,P00012,viewed,2024-11-26,Health Insurance,28,758245,Gold
C253274,P00011,purchased,2022-11-14,Life Insurance,28,758245,Gold
C209125,P00009,clicked,2024-02-08,Debit Card,35,741525,Gold
C209125,P00003,clicked,2024-05-04,Car Insurance,35,741525,Gold
C209125,P00002,viewed,2023-12-24,Bike Insurance,35,741525,Gold
C209125,P00003,purchased,2023-04-13,Car Insurance,35,741525,Gold
C209125,P00011,viewed,2023-07-08,Life Insurance,35,741525,Gold
C605619,P00001,clicked,2022-03-16,Car Loan,59,522856,Bronze
C605619,P00003,purchased,2024-01-19,Car Insurance,59,522856,Bronze
C605619,P00008,purchased,2022-03-14,Recurring Deposit,59,522856,Bronze
C605619,P00004,purchased,2024-06-14,Personal Loan,59,522856,Bronze
C605619,P00010,purchased,2023-03-15,Home Loan,59,522856,Bronze
C842468,P00004,purchased,2024-06-04,Personal Loan,36,627031,Bronze
C842468,P00009,viewed,2024-07-29,Debit Card,36,627031,Bronze
C842468,P00003,viewed,2024-08-19,Car Insurance,36,627031,Bronze
C842468,P00001,clicked,2023-08-10,Car Loan,36,627031,Bronze
C629541,P00002,clicked,2022-11-22,Bike Insurance,43,679855,Bronze
C629541,P00006,purchased,2022-04-12,Credit Card,43,679855,Bronze
C629541,P00004,purchased,2024-03-31,Personal Loan,43,679855,Bronze
C446228,P00006,viewed,2023-07-15,Credit Card,23,292348,Platinum
C446228,P00003,viewed,2024-03-22,Car Insurance,23,292348,Platinum
C446228,P00006,viewed,2024-12-18,Credit Card,23,292348,Platinum
C935136,P00010,viewed,2023-03-06,Home Loan,27,154671,Silver
C935136,P00005,clicked,2022-09-06,Savings Account,27,154671,Silver
C935136,P00007,viewed,2023-01-07,Fixed Deposit,27,154671,Silver
C935136,P00001,purchased,2023-06-27,Car Loan,27,154671,Silver
C219330,P00010,viewed,2023-07-16,Home Loan,69,589362,Bronze
C219330,P00002,viewed,2024-01-25,Bike Insurance,69,589362,Bronze
C219330,P00008,purchased,2023-05-27,Recurring Deposit,69,589362,Bronze
C844955,P00003,viewed,2022-05-06,Car Insurance,24,488740,Silver
C844955,P00009,purchased,2022-04-21,Debit Card,24,488740,Silver
C844955,P00004,viewed,2022-08-29,Personal Loan,24,488740,Silver
C844955,P00008,viewed,2024-11-11,Recurring Deposit,24,488740,Silver
C844955,P00001,purchased,2023-11-25,Car Loan,24,488740,Silver
C292939,P00011,viewed,2022-04-24,Life Insurance,24,407392,Silver
C292939,P00004,clicked,2023-02-01,Personal Loan,24,407392,Silver
C292939,P00005,clicked,2022-03-02,Savings Account,24,407392,Silver
C292939,P00001,viewed,2023-08-10,Car Loan,24,407392,Silver
C898737,P00005,purchased,2023-09-25,Savings Account,33,821566,Silver
C969882,P00002,purchased,2023-12-30,Bike Insurance,32,100332,Platinum
C234926,P00001,purchased,2022-10-28,Car Loan,31,715151,Bronze
C234926,P00003,purchased,2022-11-28,Car Insurance,31,715151,Bronze
C234926,P00001,purchased,2022-03-05,Car Loan,31,715151,Bronze
C136552,P00008,clicked,2023-06-16,Recurring Deposit,39,946505,Gold
C136552,P00005,clicked,2023-11-13,Savings Account,39,946505,Gold
C136552,P00005,purchased,2023-02-07,Savings Account,39,946505,Gold
C136552,P00003,viewed,2024-01-01,Car Insurance,39,946505,Gold
C414592,P00001,clicked,2023-04-10,Car Loan,19,864328,Platinum
C591351,P00010,purchased,2022-12-28,Home Loan,54,682564,Bronze
C131681,P00012,viewed,2024-06-20,Health Insurance,55,152311,Bronze
C131681,P00007,clicked,2022-10-20,Fixed Deposit,55,152311,Bronze
C131681,P00012,viewed,2022-10-31,Health Insurance,55,152311,Bronze
C527616,P00011,clicked,2023-12-28,Life Insurance,50,78698,Bronze
C527616,P00008,clicked,2024-11-20,Recurring Deposit,50,78698,Bronze
C207324,P00004,clicked,2024-03-12,Personal Loan,21,597018,Gold
C207324,P00005,clicked,2023-07-22,Savings Account,21,597018,Gold
C207324,P00002,viewed,2024-06-20,Bike Insurance,21,597018,Gold
C207324,P00008,purchased,2024-08-25,Recurring Deposit,21,597018,Gold
C207324,P00002,viewed,2022-04-21,Bike Insurance,21,597018,Gold
C921149,P00008,clicked,2022-05-11,Recurring Deposit,46,794061,Platinum
C921149,P00001,clicked,2022-05-26,Car Loan,46,794061,Platinum
C642217,P00001,viewed,2023-07-19,Car Loan,59,480190,Silver
C642217,P00012,purchased,2022-03-12,Health Insurance,59,480190,Silver
C642217,P00003,clicked,2022-09-21,Car Insurance,59,480190,Silver
C642217,P00009,clicked,2023-07-30,Debit Card,59,480190,Silver
C642217,P00007,clicked,2024-08-29,Fixed Deposit,59,480190,Silver
C296626,P00004,purchased,2022-11-27,Personal Loan,23,542727,Bronze
C296626,P00001,purchased,2022-05-06,Car Loan,23,542727,Bronze
C296626,P00010,purchased,2023-08-30,Home Loan,23,542727,Bronze
C296626,P00007,clicked,2023-10-26,Fixed Deposit,23,542727,Bronze
C296626,P00002,purchased,2023-01-07,Bike Insurance,23,542727,Bronze
C102763,P00004,clicked,2022-05-12,Personal Loan,37,333682,Platinum
C245417,P00007,clicked,2022-03-24,Fixed Deposit,24,720770,Platinum
C245417,P00001,viewed,2022-08-10,Car Loan,24,720770,Platinum
C245417,P00004,clicked,2023-11-27,Personal Loan,24,720770,Platinum
C245417,P00010,viewed,2024-07-11,Home Loan,24,720770,Platinum
C245417,P00012,viewed,2024-02-07,Health Insurance,24,720770,Platinum
C817453,P00002,viewed,2024-08-29,Bike Insurance,57,772262,Gold
C817453,P00008,purchased,2024-11-25,Recurring Deposit,57,772262,Gold
C175980,P00011,clicked,2022-11-19,Life Insurance,68,531232,Platinum
C175980,P00011,clicked,2024-09-19,Life Insurance,68,531232,Platinum
C175980,P00006,purchased,2022-12-19,Credit Card,68,531232,Platinum
C301656,P00002,viewed,2023-04-12,Bike Insurance,31,222566,Bronze
C433942,P00003,clicked,2023-05-21,Car Insurance,53,607065,Bronze
C433942,P00004,purchased,2024-04-07,Personal Loan,53,607065,Bronze
C433942,P00002,clicked,2023-12-18,Bike Insurance,53,607065,Bronze
C433942,P00006,clicked,2022-04-21,Credit Card,53,607065,Bronze
C262703,P00002,viewed,2023-02-03,Bike Insurance,30,369722,Silver
C262703,P00009,viewed,2023-11-16,Debit Card,30,369722,Silver
C262703,P00005,purchased,2024-04-03,Savings Account,30,369722,Silver
C262703,P00010,viewed,2024-02-16,Home Loan,30,369722,Silver
C776162,P00008,viewed,2022-05-01,Recurring Deposit,47,882460,Gold
C433220,P00004,viewed,2023-01-21,Personal Loan,20,275068,Gold
C433220,P00001,purchased,2022-08-07,Car Loan,20,275068,Gold
C607235,P00012,viewed,2022-03-22,Health Insurance,43,395579,Platinum
C607235,P00004,viewed,2024-07-13,Personal Loan,43,395579,Platinum
C607235,P00010,clicked,2022-03-09,Home Loan,43,395579,Platinum
C607235,P00012,purchased,2024-03-19,Health Insurance,43,395579,Platinum
C193852,P00002,purchased,2024-03-06,Bike Insurance,55,863294,Bronze
C828641,P00007,viewed,2024-01-17,Fixed Deposit,31,317513,Gold
C828641,P00008,viewed,2022-12-16,Recurring Deposit,31,317513,Gold
C828641,P00006,viewed,2023-06-07,Credit Card,31,317513,Gold
C128522,P00006,clicked,2024-01-03,Credit Card,52,683666,Gold
C128522,P00007,clicked,2023-11-26,Fixed Deposit,52,683666,Gold
C548240,P00011,clicked,2022-10-20,Life Insurance,69,251491,Silver
C548240,P00010,clicked,2022-06-03,Home Loan,69,251491,Silver
C548240,P00005,purchased,2022-04-19,Savings Account,69,251491,Silver
C548240,P00001,clicked,2024-05-01,Car Loan,69,251491,Silver
C631919,P00005,viewed,2023-10-06,Savings Account,54,936704,Bronze
C631919,P00003,viewed,2024-02-19,Car Insurance,54,936704,Bronze
C786703,P00012,purchased,2022-07-06,Health Insurance,50,410592,Silver
C786703,P00012,viewed,2023-04-17,Health Insurance,50,410592,Silver
C786703,P00004,viewed,2022-11-01,Personal Loan,50,410592,Silver
C786703,P00009,purchased,2024-10-29,Debit Card,50,410592,Silver
C854319,P00008,purchased,2024-08-09,Recurring Deposit,38,932190,Silver
C854319,P00007,viewed,2024-11-03,Fixed Deposit,38,932190,Silver
C854319,P00004,clicked,2023-02-21,Personal Loan,38,932190,Silver
C854319,P00009,purchased,2024-10-06,Debit Card,38,932190,Silver
C134819,P00007,purchased,2022-03-15,Fixed Deposit,46,566033,Silver
C134819,P00012,viewed,2022-09-01,Health Insurance,46,566033,Silver
C134819,P00010,clicked,2023-07-25,Home Loan,46,566033,Silver
C134819,P00011,purchased,2022-12-19,Life Insurance,46,566033,Silver
C134819,P00012,viewed,2022-09-27,Health Insurance,46,566033,Silver
C839546,P00007,viewed,2022-07-26,Fixed Deposit,51,27873,Platinum
C570391,P00008,purchased,2024-02-28,Recurring Deposit,28,561459,Gold
C529840,P00007,clicked,2024-01-14,Fixed Deposit,64,947671,Platinum
C529840,P00009,clicked,2023-10-01,Debit Card,64,947671,Platinum
C529840,P00011,clicked,2024-03-01,Life Insurance,64,947671,Platinum
C484708,P00005,viewed,2022-01-27,Savings Account,51,733994,Silver
C484708,P00006,clicked,2022-07-09,Credit Card,51,733994,Silver
C484708,P00008,clicked,2023-08-04,Recurring Deposit,51,733994,Silver
C484708,P00004,purchased,2023-01-13,Personal Loan,51,733994,Silver
C917443,P00001,purchased,2024-01-31,Car Loan,45,512551,Platinum
C639742,P00004,viewed,2022-03-31,Personal Loan,28,163980,Bronze
C639742,P00011,viewed,2024-04-08,Life Insurance,28,163980,Bronze
C639742,P00011,clicked,2022-07-06,Life Insurance,28,163980,Bronze
C448220,P00008,viewed,2023-12-08,Recurring Deposit,58,768968,Bronze
C448220,P00005,viewed,2024-10-01,Savings Account,58,768968,Bronze
C448220,P00009,purchased,2023-07-25,Debit Card,58,768968,Bronze
C448220,P00009,clicked,2022-10-25,Debit Card,58,768968,Bronze
C448220,P00005,clicked,2024-12-02,Savings Account,58,768968,Bronze
C736870,P00004,viewed,2024-07-30,Personal Loan,70,968116,Bronze
C736870,P00002,viewed,2024-02-04,Bike Insurance,70,968116,Bronze
C780776,P00001,viewed,2023-03-28,Car Loan,66,645409,Platinum
C780776,P00002,viewed,2024-11-24,Bike Insurance,66,645409,Platinum
C780776,P00012,clicked,2024-11-15,Health Insurance,66,645409,Platinum
C780776,P00009,viewed,2024-06-11,Debit Card,66,645409,Platinum
C249707,P00008,viewed,2022-10-16,Recurring Deposit,25,992773,Gold
C335227,P00006,clicked,2024-04-29,Credit Card,21,387565,Bronze
C335227,P00008,clicked,2024-01-10,Recurring Deposit,21,387565,Bronze
C335227,P00009,viewed,2024-08-19,Debit Card,21,387565,Bronze
C335227,P00009,viewed,2024-10-02,Debit Card,21,387565,Bronze
C490557,P00008,viewed,2023-12-14,Recurring Deposit,30,750543,Silver
C490557,P00006,viewed,2024-03-27,Credit Card,30,750543,Silver
C490557,P00008,clicked,2023-12-24,Recurring Deposit,30,750543,Silver
C490557,P00008,viewed,2023-07-01,Recurring Deposit,30,750543,Silver
C490557,P00007,purchased,2022-07-22,Fixed Deposit,30,750543,Silver
C576556,P00004,viewed,2022-10-21,Personal Loan,36,918004,Platinum
C576556,P00003,purchased,2024-04-22,Car Insurance,36,918004,Platinum
C576556,P00004,purchased,2024-05-07,Personal Loan,36,918004,Platinum
C576556,P00001,clicked,2023-08-09,Car Loan,36,918004,Platinum
C576556,P00002,purchased,2024-12-03,Bike Insurance,36,918004,Platinum
C549525,P00006,clicked,2022-01-31,Credit Card,34,476346,Gold
C549525,P00002,purchased,2023-05-26,Bike Insurance,34,476346,Gold
C549525,P00002,purchased,2024-01-11,Bike Insurance,34,476346,Gold
C549525,P00005,viewed,2024-11-28,Savings Account,34,476346,Gold
C526186,P00005,clicked,2024-03-15,Savings Account,48,711100,Bronze
C526186,P00009,viewed,2022-10-26,Debit Card,48,711100,Bronze
C526186,P00012,clicked,2024-08-30,Health Insurance,48,711100,Bronze
C935172,P00010,viewed,2023-01-12,Home Loan,54,612782,Gold
C935172,P00009,purchased,2024-04-05,Debit Card,54,612782,Gold
C935172,P00007,clicked,2022-01-15,Fixed Deposit,54,612782,Gold
C935172,P00006,purchased,2022-03-13,Credit Card,54,612782,Gold
C935172,P00005,clicked,2023-11-22,Savings Account,54,612782,Gold
C212824,P00009,purchased,2023-02-09,Debit Card,28,865662,Bronze
C212824,P00004,clicked,2024-01-20,Personal Loan,28,865662,Bronze
C212824,P00011,viewed,2022-08-04,Life Insurance,28,865662,Bronze
C212824,P00011,purchased,2022-02-07,Life Insurance,28,865662,Bronze
C212824,P00012,purchased,2024-07-06,Health Insurance,28,865662,Bronze
C273687,P00010,clicked,2023-08-03,Home Loan,47,526620,Bronze
C537608,P00010,purchased,2023-10-15,Home Loan,20,828784,Gold
C537608,P00001,clicked,2023-06-22,Car Loan,20,828784,Gold
C983356,P00005,purchased,2024-09-09,Savings Account,23,950432,Gold
C983356,P00004,clicked,2022-10-31,Personal Loan,23,950432,Gold
C983356,P00012,purchased,2022-03-26,Health Insurance,23,950432,Gold
C983356,P00006,purchased,2024-03-04,Credit Card,23,950432,Gold
C983356,P00011,purchased,2022-05-27,Life Insurance,23,950432,Gold
C800283,P00011,clicked,2024-06-03,Life Insurance,32,553631,Gold
C800283,P00003,viewed,2022-02-12,Car Insurance,32,553631,Gold
C800283,P00002,clicked,2022-04-26,Bike Insurance,32,553631,Gold
C800283,P00006,viewed,2024-01-09,Credit Card,32,553631,Gold
C800283,P00005,purchased,2024-01-09,Savings Account,32,553631,Gold
C893586,P00010,purchased,2023-10-05,Home Loan,61,706525,Gold
C893586,P00011,purchased,2024-01-23,Life Insurance,61,706525,Gold
C893586,P00010,clicked,2024-03-26,Home Loan,61,706525,Gold
C241373,P00006,clicked,2024-04-22,Credit Card,47,240835,Bronze
C241373,P00011,clicked,2024-11-22,Life Insurance,47,240835,Bronze
C241373,P00004,purchased,2023-04-08,Personal Loan,47,240835,Bronze
C241373,P00004,clicked,2024-03-09,Personal Loan,47,240835,Bronze
C384553,P00009,clicked,2023-01-27,Debit Card,30,791116,Silver
C384553,P00009,viewed,2022-08-07,Debit Card,30,791116,Silver
C384553,P00010,clicked,2022-09-06,Home Loan,30,791116,Silver
C384553,P00007,clicked,2024-09-22,Fixed Deposit,30,791116,Silver
C813576,P00002,viewed,2023-11-06,Bike Insurance,27,472299,Gold
C813576,P00006,clicked,2024-10-20,Credit Card,27,472299,Gold
C813576,P00004,viewed,2024-03-15,Personal Loan,27,472299,Gold
C813576,P00001,purchased,2023-02-17,Car Loan,27,472299,Gold
C602184,P00010,clicked,2023-03-10,Home Loan,60,624935,Bronze
C602184,P00002,clicked,2022-07-19,Bike Insurance,60,624935,Bronze
C128408,P00012,clicked,2022-02-10,Health Insurance,34,64906,Bronze
C128408,P00004,clicked,2023-12-11,Personal Loan,34,64906,Bronze
C128408,P00009,viewed,2024-10-25,Debit Card,34,64906,Bronze
C209732,P00012,clicked,2022-08-25,Health Insurance,42,645548,Gold
C209732,P00002,viewed,2023-11-06,Bike Insurance,42,645548,Gold
C209732,P00002,viewed,2022-04-13,Bike Insurance,42,645548,Gold
C209732,P00001,purchased,2024-03-24,Car Loan,42,645548,Gold
C521685,P00006,viewed,2023-02-06,Credit Card,46,827256,Gold
C870739,P00006,purchased,2022-08-31,Credit Card,23,578621,Gold
C870739,P00006,clicked,2024-03-05,Credit Card,23,578621,Gold
C870739,P00005,viewed,2023-10-03,Savings Account,23,578621,Gold
C870739,P00004,clicked,2022-05-16,Personal Loan,23,578621,Gold
C269677,P00009,clicked,2022-07-19,Debit Card,61,733586,Gold
C922428,P00008,purchased,2023-10-23,Recurring Deposit,18,983252,Gold
C922428,P00007,purchased,2023-09-23,Fixed Deposit,18,983252,Gold
C922428,P00003,clicked,2022-02-05,Car Insurance,18,983252,Gold
C922428,P00001,clicked,2024-08-17,Car Loan,18,983252,Gold
C922428,P00001,purchased,2022-12-29,Car Loan,18,983252,Gold
C168821,P00008,viewed,2023-08-16,Recurring Deposit,61,301116,Silver
C168821,P00003,purchased,2024-07-19,Car Insurance,61,301116,Silver
C908791,P00004,clicked,2024-02-13,Personal Loan,25,761018,Bronze
C908791,P00008,purchased,2024-03-14,Recurring Deposit,25,761018,Bronze
C908791,P00010,viewed,2022-02-26,Home Loan,25,761018,Bronze
C908791,P00008,purchased,2022-12-05,Recurring Deposit,25,761018,Bronze
C594316,P00011,viewed,2024-02-18,Life Insurance,20,130925,Silver
C594316,P00012,viewed,2023-03-31,Health Insurance,20,130925,Silver
C594316,P00006,viewed,2023-04-06,Credit Card,20,130925,Silver
C594316,P00010,purchased,2023-05-06,Home Loan,20,130925,Silver
C594316,P00008,viewed,2024-07-28,Recurring Deposit,20,130925,Silver
C351421,P00008,clicked,2023-07-29,Recurring Deposit,21,815944,Bronze
C351421,P00005,purchased,2022-11-09,Savings Account,21,815944,Bronze
C351421,P00011,purchased,2024-08-10,Life Insurance,21,815944,Bronze
C211875,P00006,purchased,2023-09-14,Credit Card,43,861917,Silver
C211875,P00008,clicked,2024-07-14,Recurring Deposit,43,861917,Silver
C211875,P00002,viewed,2023-07-28,Bike Insurance,43,861917,Silver
C211875,P00005,viewed,2022-11-24,Savings Account,43,861917,Silver
C752224,P00008,purchased,2023-03-04,Recurring Deposit,33,36321,Gold
C296767,P00007,purchased,2024-02-21,Fixed Deposit,20,936410,Silver
C296767,P00001,purchased,2023-04-09,Car Loan,20,936410,Silver
C296767,P00011,viewed,2024-08-08,Life Insurance,20,936410,Silver
C158473,P00003,purchased,2022-03-26,Car Insurance,70,906974,Platinum
C158473,P00012,purchased,2024-04-11,Health Insurance,70,906974,Platinum
C158473,P00010,viewed,2024-09-28,Home Loan,70,906974,Platinum
C633476,P00008,clicked,2022-03-28,Recurring Deposit,32,397614,Gold
C633476,P00006,purchased,2023-04-25,Credit Card,32,397614,Gold
C335536,P00007,clicked,2024-07-22,Fixed Deposit,25,563568,Silver
C335536,P00012,purchased,2023-03-09,Health Insurance,25,563568,Silver
C335536,P00009,purchased,2024-06-11,Debit Card,25,563568,Silver
C335536,P00002,clicked,2022-02-09,Bike Insurance,25,563568,Silver
C335536,P00002,clicked,2023-06-24,Bike Insurance,25,563568,Silver
C161345,P00006,viewed,2024-03-28,Credit Card,37,131240,Gold
C161345,P00006,viewed,2024-06-18,Credit Card,37,131240,Gold
C161345,P00011,viewed,2024-06-21,Life Insurance,37,131240,Gold
C161345,P00004,purchased,2024-09-19,Personal Loan,37,131240,Gold
C855786,P00006,purchased,2024-02-09,Credit Card,55,883043,Silver
C855786,P00010,viewed,2024-04-22,Home Loan,55,883043,Silver
C855786,P00010,clicked,2022-12-16,Home Loan,55,883043,Silver
C855786,P00003,clicked,2024-03-02,Car Insurance,55,883043,Silver
C463395,P00009,viewed,2022-06-24,Debit Card,68,438792,Bronze
C463395,P00003,purchased,2023-02-14,Car Insurance,68,438792,Bronze
C463395,P00007,viewed,2024-04-20,Fixed Deposit,68,438792,Bronze
C463395,P00006,viewed,2024-07-16,Credit Card,68,438792,Bronze
C816778,P00003,purchased,2024-05-02,Car Insurance,51,406113,Gold
C816778,P00006,viewed,2024-08-05,Credit Card,51,406113,Gold
C587479,P00005,clicked,2025-01-09,Savings Account,37,232624,Gold
C587479,P00004,purchased,2023-02-11,Personal Loan,37,232624,Gold
C587479,P00007,clicked,2024-10-12,Fixed Deposit,37,232624,Gold
C517779,P00010,clicked,2022-05-17,Home Loan,69,881241,Silver
C239392,P00009,purchased,2024-10-06,Debit Card,31,669816,Silver
C239392,P00007,purchased,2024-10-11,Fixed Deposit,31,669816,Silver
C239392,P00005,purchased,2022-12-05,Savings Account,31,669816,Silver
C572401,P00003,clicked,2024-05-28,Car Insurance,56,671890,Platinum
C572401,P00011,purchased,2023-10-05,Life Insurance,56,671890,Platinum
C572401,P00001,clicked,2022-06-12,Car Loan,56,671890,Platinum
C572401,P00008,viewed,2023-05-21,Recurring Deposit,56,671890,Platinum
C179955,P00011,purchased,2024-08-11,Life Insurance,32,492423,Gold
C179955,P00010,clicked,2023-07-19,Home Loan,32,492423,Gold
C179955,P00003,viewed,2022-02-17,Car Insurance,32,492423,Gold
C526246,P00009,clicked,2023-08-25,Debit Card,43,822912,Platinum
C526246,P00009,clicked,2022-05-13,Debit Card,43,822912,Platinum
C526246,P00001,purchased,2022-05-19,Car Loan,43,822912,Platinum
C526246,P00004,viewed,2024-05-08,Personal Loan,43,822912,Platinum
C285278,P00001,viewed,2024-03-17,Car Loan,29,609968,Bronze
C285278,P00004,viewed,2023-06-28,Personal Loan,29,609968,Bronze
C285278,P00006,purchased,2024-03-18,Credit Card,29,609968,Bronze
C480580,P00006,purchased,2022-10-17,Credit Card,70,140261,Platinum
C480580,P00006,purchased,2022-01-20,Credit Card,70,140261,Platinum
C480580,P00012,viewed,2023-05-16,Health Insurance,70,140261,Platinum
C480580,P00010,purchased,2023-07-26,Home Loan,70,140261,Platinum
C867547,P00011,clicked,2023-05-16,Life Insurance,28,105443,Silver
C867547,P00002,viewed,2022-07-21,Bike Insurance,28,105443,Silver
C283133,P00002,viewed,2024-05-18,Bike Insurance,59,350845,Gold
C283133,P00012,viewed,2023-06-09,Health Insurance,59,350845,Gold
C283133,P00012,clicked,2023-07-21,Health Insurance,59,350845,Gold
C283133,P00010,viewed,2022-05-01,Home Loan,59,350845,Gold
C283133,P00002,clicked,2023-11-04,Bike Insurance,59,350845,Gold
C466686,P00001,clicked,2022-12-08,Car Loan,66,418643,Platinum
C466686,P00009,viewed,2023-01-24,Debit Card,66,418643,Platinum
C466686,P00009,purchased,2024-05-04,Debit Card,66,418643,Platinum
C466686,P00012,viewed,2022-09-28,Health Insurance,66,418643,Platinum
C666951,P00009,viewed,2022-01-23,Debit Card,39,610095,Silver
C666951,P00009,purchased,2023-08-19,Debit Card,39,610095,Silver
C666951,P00002,viewed,2024-09-18,Bike Insurance,39,610095,Silver
C156813,P00011,viewed,2024-10-14,Life Insurance,27,96568,Bronze
C156813,P00011,viewed,2022-10-26,Life Insurance,27,96568,Bronze
C156813,P00008,purchased,2023-01-15,Recurring Deposit,27,96568,Bronze
C156813,P00009,viewed,2024-01-27,Debit Card,27,96568,Bronze
C156813,P00006,viewed,2023-09-01,Credit Card,27,96568,Bronze
C204906,P00009,purchased,2024-09-08,Debit Card,61,166071,Gold
C820709,P00010,clicked,2023-01-06,Home Loan,58,44200,Gold
C820709,P00008,clicked,2024-02-20,Recurring Deposit,58,44200,Gold
C110438,P00005,clicked,2024-06-29,Savings Account,42,959711,Gold
C258454,P00005,clicked,2022-08-06,Savings Account,31,601233,Platinum
C258454,P00003,viewed,2022-06-19,Car Insurance,31,601233,Platinum
C258454,P00011,viewed,2023-06-30,Life Insurance,31,601233,Platinum
C258454,P00003,viewed,2023-09-02,Car Insurance,31,601233,Platinum
C386118,P00007,clicked,2023-09-01,Fixed Deposit,52,735777,Platinum
C879332,P00009,viewed,2023-04-22,Debit Card,63,100462,Gold
C879332,P00002,viewed,2022-04-01,Bike Insurance,63,100462,Gold
C879332,P00009,clicked,2022-01-14,Debit Card,63,100462,Gold
C879332,P00005,viewed,2022-12-12,Savings Account,63,100462,Gold
C879332,P00007,viewed,2022-02-10,Fixed Deposit,63,100462,Gold
C156465,P00003,viewed,2022-11-04,Car Insurance,27,42433,Platinum
C156465,P00011,purchased,2024-08-14,Life Insurance,27,42433,Platinum
C156465,P00008,purchased,2024-12-02,Recurring Deposit,27,42433,Platinum
C156465,P00008,purchased,2022-04-22,Recurring Deposit,27,42433,Platinum
C770884,P00010,purchased,2023-06-17,Home Loan,21,628099,Bronze
C770884,P00003,viewed,2024-02-18,Car Insurance,21,628099,Bronze
C770884,P00005,viewed,2023-03-03,Savings Account,21,628099,Bronze
C267135,P00011,purchased,2024-10-12,Life Insurance,35,518418,Platinum
C267135,P00002,viewed,2023-03-22,Bike Insurance,35,518418,Platinum
C267135,P00009,purchased,2023-10-23,Debit Card,35,518418,Platinum
C267135,P00004,viewed,2024-03-10,Personal Loan,35,518418,Platinum
C267135,P00012,purchased,2023-03-20,Health Insurance,35,518418,Platinum
C139202,P00002,purchased,2023-03-14,Bike Insurance,37,402852,Silver
C139202,P00007,clicked,2022-03-17,Fixed Deposit,37,402852,Silver
C139202,P00009,clicked,2024-12-20,Debit Card,37,402852,Silver
C910578,P00010,purchased,2023-03-16,Home Loan,44,228558,Gold
C910578,P00004,clicked,2023-01-26,Personal Loan,44,228558,Gold
C910578,P00010,purchased,2022-02-04,Home Loan,44,228558,Gold
C910578,P00008,purchased,2024-03-23,Recurring Deposit,44,228558,Gold
C910578,P00003,viewed,2024-10-13,Car Insurance,44,228558,Gold
C567242,P00005,purchased,2024-01-31,Savings Account,38,586064,Bronze
C567242,P00009,clicked,2024-05-15,Debit Card,38,586064,Bronze
C567242,P00002,clicked,2022-12-30,Bike Insurance,38,586064,Bronze
C567242,P00012,clicked,2022-12-21,Health Insurance,38,586064,Bronze
C567242,P00011,purchased,2023-12-27,Life Insurance,38,586064,Bronze
C624502,P00006,purchased,2023-05-09,Credit Card,41,378597,Gold
C624502,P00006,clicked,2023-07-11,Credit Card,41,378597,Gold
C624502,P00008,viewed,2023-01-16,Recurring Deposit,41,378597,Gold
C624502,P00011,purchased,2023-02-12,Life Insurance,41,378597,Gold
C624502,P00005,purchased,2024-06-12,Savings Account,41,378597,Gold
C984689,P00004,purchased,2023-01-06,Personal Loan,18,652575,Gold
C984689,P00003,viewed,2023-08-15,Car Insurance,18,652575,Gold
C199651,P00007,clicked,2022-01-21,Fixed Deposit,35,78507,Platinum
